ID,Query,Job Title,Description,IT Skills,Soft Skills,Education,Experience,Token Usage
637,Data Analyst,Senior Data Analyst,"Credit Sesame is the nation’s leading financial & credit wellness brand, driven to help people achieve their financial goals. Since 2010 we’ve led millions of consumers to personal financial growth at no cost to the consumer. Our truly free service gives members a customized financial dashboard complete with their credit score, credit report card, and debt analysis. As part of our commitment to improving our member’s financial lives we also give free identity theft protection and personalized recommendations to assist in saving money, accessing credit, and improving creditworthiness. We are looking for a senior data analyst who can help drive business intelligence efforts and support the growth of the analytics team. This role provides an opportunity to solve the company’s most interesting problems and develop new business strategies What will you do? Regularly mine data from large SQL databases Build models that lead to better insights and business understanding Design and maintain reports and dashboards to track and communicate Credit Sesame’s key performance indicators Assure quality and data integrity for revenue and business development Interact with data source owners and participate in developing project plans. Provide original insights beyond the scope of supporting reactive requests Mentor and guide junior team members Qualifications Five plus years of relevant experience Mastery of SQL Excellent programming logic with comprehension of at least one scripting language Exposure to Statistics, Econometrics, Data Science, and Machine Learning concepts and tools Adaptable in a startup environment with the ability to move quickly Past experience in financial services/technology and/or a passion for FinTech eCommerce background preferred Engineering/technical background analyzing large data sets. Advanced skill level utilizing Python and R, to analyze and solve business problems. Experience as an analyst in the following areas; marketing, email and customer insights. Extensive A/B testing knowledge and application, to support the product team. Quantitative degree preferred. Masters’ degree a plus. Why Credit Sesame? Work with purpose - join us as we empower consumers to achieve their financial goals Fun and casual work environment Catered meals twice weekly Comprehensive medical, dental, vision insurance Equity in a startup backed by top-tier VCs Gym in building and monthly fitness reimbursement Open paid time off Stocked kitchen with tasty snacks and drinks One block from Montgomery Street Bart Company outings throughout the year Growth opportunity in a fast-growing company The best co-workers in Silicon Valley Open office policy between Mountain View and San Francisco offices for all positions. (Subject to occasional inter-office meetings)","SQL, Data mining, Business intelligence, Data modeling, Report and dashboard design, Data quality assurance, Statistics, Econometrics, Machine Learning, Python, R, A/B testing","Problem-solving, Communication, Mentoring, Adaptability, Quick learner","Education-Related Skills:, Quantitative degree, Master's degree in relevant field","Experience-Related Skills:, Financial services/technology experience, eCommerce background, Large data set analysis, Marketing analysis, Customer insights analysis",670
550,Data Analyst,ENROLLMENT & DATA SERVICES ANALYST 1,"The Enrollment & Data Services Analyst I reports directly to the Enrollment and Data Services Supervisor. The Enrollment & Data Services Analyst serves as centralized point of contact for clients and is responsible for all below referenced duties related specifically to the Enrollment side of Enrollment and Data Services. Assists Enrollment and Data Services Analysts II and III with the establishment and maintenance of vendor relations, as well as management of eligibility submitted by these vendors via the EDI process. Enrollment and Data Services Analyst I should be articulate, possessing the written and verbal communication skills expected of an employee who communicates regularly with clients and vendors. Bilingualism is a plus but not required for the position. The incumbent must maintain all established service level standards and quality measures established for job function. Job Duties to include the following: Enrollment: Primary Enrollment Contact for Client Accounts Oversees implementation of client selected Enrollment Strategies for new and renewing groups Creates and distributes both internally and externally a summary of open enrollment activity such as enrollment transmittals, files, and ongoing deduction notifications Posts and communicates enrollment materials such as Benefit Guides and Summary of Benefits and Coverages according to company guidelines Communicates with clients and brokers as necessary both verbally and in writing as requested on any issues related to the enrollment processes Processes internal tasks via a proprietary task management system within set timing standards that relate to enrollment Performs regular updates to internal CRM (Customer Relationship Management) system to ensure effective documentation and record keeping is in place for internal parties to efficiently reference when needed Performs enrollment training such as train the trainer and training for external Client HR personal as assigned Takes part in Client welcome calls as requested by Account Management team Maintains online enrollment system as assigned Data Services (20%) Assists with ancillary vendor eligibility error reporting as assigned Assists with urgent escalations to vendors as assigned Performs regular audits of ancillary coverages as part of QC support Provides backup to team members by processing additional internal tasks via a proprietary task management system related to post-enrollment areas specific to data services Fulfillment Provides weekly backup to Fulfillment Associate to ensure third-tier backup is in place Backup responsibility of printing both pre- and post-sale fulfillment. Pre-sale fulfillment includes any marketing materials such as Proposals, Posters, Postcards, and Benefit Guides. Post-sale fulfillment includes any benefit information such as ID Cards and Summary of Benefits. Maintains printer system knowledge and be able to troubleshoot when issues arise. Other Duties as Assigned Serves as backup to other EDS Analysts as assigned Other duties, responsibilities , and special projects as may be assigned by management Requirements to include the following: Spanish language proficiency a plus Basic math skills required Ability to multi-task and prioritize heavy workflow Ability to do data entry with minimal errors Ability to create and maintain spreadsheets Excellent verbal and written communication skills Detail oriented Excellent organization and time management skills Must possess excellent computer skills and working knowledge of Microsoft Word and Excel Must be able to work on a diverse range of assignments within the assigned accountability area","Enrollment management, Vendor relations management, EDI process management, Customer Relationship Management (CRM) system, Data auditing, Task management system, Online enrollment system maintenance, Microsoft Word, Microsoft Excel, Database management","Written and verbal communication, Bilingualism (Spanish language proficiency), Articulate communication, Multitasking, Prioritization, Attention to detail, Organization, Time management, Problem-solving, Teamwork",,,766
473,Data Analyst,Data Analyst,"Data Analyst ( Job Number: 180001HV ) Description The Chicago Public Schools (CPS) has set ambitious goals to ensure that every child—in every school and every neighborhood—has access to a world-class learning experience from birth, resulting in graduation from high school college- and career-ready. Within the Office of Diverse Learners Supports and Services, the Data Analyst will be responsible for managing the collection and evaluation of data to ensure that our Diverse Learner resources are on-track, being provided the proper professional development. The Data Analyst will be held accountable for the following responsibilities: Perform analysis on complex data sets to provide meaningful information. Evaluate data for structural integrity and consistency. Understands data and extract information to meet business requirements. Identify trends/anomalies in the data collected to understand the source of data inaccuracies. Summarize metrics and produce visualizations as a proof of concept for the Dashboard. Work with the business and subject matter experts to identify additional data needs. Ensure that resources that are paid with Diverse Learning funds are performing only duties consistent with their job descriptions. In order to be successful and achieve the above responsibilities, the Data Analyst must possess the following qualifications: Type of Education Required : Graduation from an accredited college or university with a Bachelor’s Degree in a Finance, Math or Business is desired. Type of Experience and Number of Years : 1-2 years of data mining and data analysis experience Knowledge, Skills, and Abilities : Ability to bring projects to a close with minimal supervision Ability to work in a fast paced environment, respond immediately to multiple constituencies and meet continuous critical deadlines Knowledge of SAS, Python, SQL or R is desirable Expert user of Microsoft and Google office suites Ability to write advanced queries, produce reports and strong analytical, organizational and communication skills required Familiarity of CPS data systems is also a plus","Data analysis, Data evaluation, Data extraction, Trend identification, Data visualization, Database querying, SAS, Python, SQL, R","Project management, Adaptability, Time management, Strong analytical skills, Strong organizational skills, Communication skills",,,486
510,Data Analyst, Program Data Analyst,"Position Summary: Guided by MDC’s mission, vision, and values, the Program Data Analyst (PDA) takes a people-centered approach in working with staff to better understand and communicate the stories that can be told through data. The PDA skillfully uses database applications and data tools to implement high quality solutions for data collection, analysis, and reporting. All efforts in this position are in service of continual improvement at MDC so that we may get the best possible results for the people we serve. As such, it is important that the person in this position have a commitment to diversity, equity, and inclusion and an awareness of potential biases that can impact decisions made in the process of identifying relevant data, as well as the collection and analysis of that data. Essential Duties and Responsibilities: Thoroughly learn MDC’s database application(s) and stay up-to-date on that knowledge through participation in user groups, training, etc. Continually review structure of the database application(s) to ensure it serves the purpose intended for capturing and reporting data. Periodically audit the structure of the database application(s) for quality of data and timeliness of data entry, with clear communication with managers about the results. Train staff and create a manual and/or informative materials to support users on your organization’s configuration of the database application(s). Ensure compliance reporting reflects what’s required for mandatory agency reporting. Design reports and queries or determine which standard reports best provide the necessary information to determine if the database application(s) is/are being used effectively. Maintain appropriate user access to the database application(s) Integrate the duties of the users with the needs for internal performance management reporting and external funder reporting. Along with managers, communicate this through continuous training and review. Adjust periodically if review shows breakdown in the alignment. Effectively manage continual change Create and maintain comprehensive documentation Maintain a high degree of professional standards and participates as a team player Other duties as assigned Qualifications and Experience: Bachelor’s degree in related field and/or 2 years of experience related to the design and maintenance of database applications. Extensive verbal and written communication skills Strong decision making skills Extensive understanding of time and task management Seasoned Analytical skills with strong attention to detail. Knowledge of industry best practice Understanding of Principles of Project Management Ability to manage multiple projects simultaneously, meet timelines, and produce high quality results. Desired Qualifications: Experience with Efforts to Outcomes (ETO) Experience with SAP Business-Objects and Crystal Reports or related technologies KNOWLEDGE AND SKILLS: Knowledge of database structure and design Critical-thinking and problem-solving Analytical and systems thinking Strong computer user skills Embracing Change and Managing Ambiguity","Database applications, Data tools, Data collection, Data analysis, Reporting, Database structure, Compliance reporting, Report design, Query design, User access management, Documentation, Time and task management, Project management, Efforts to Outcomes (ETO), SAP Business-Objects, Crystal Reports","Communication skills, Decision-making skills, Analytical skills, Attention to detail, Team player, Adaptability, Problem-solving, Critical-thinking, Systems thinking, Embracing change, Managing ambiguity",,,710
597,Data Analyst,"Data Analyst, Spam Operations","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started. Community Operations' focus is on supporting our users through both direct support interactions as well as scalable solutions, and on improving the health of our products by helping people understand how to use them. Those who join our teams are very passionate about solving people’s issues, and are strong advocates for the Facebook community. We need influencers who can align cross-functional partners to ensure the best possible experience for our platforms. If you like helping people, Community Operations is for you. Facebook is seeking a solutions-oriented, data-savvy self-starter with a passion for helping others, protecting our community and being the voice of our users. This individual will sit within the Global Spam Operations team, and work to improve the overall user experience by delivering qualitative and quantitative insight into user behavior. By providing support to individuals in need, the Data Analyst will identify areas for process improvement, help us intelligently scale our operations by optimizing and automating processes and solve challenging problems and help to prevent them. This position is full-time and based in our Menlo Park, CA office. RESPONSIBILITIES Develop a deep understanding of spam and how it affects Facebook, Instagram and our communities Apply your expertise in quantitative business analysis, data mining, and the presentation of data to identify trends and opportunities in driving down spam and other nefarious behavior Analyze and interpret data in order to devise hypotheses on how spam and other nefarious activity is proliferating Implement effective countermeasures to eliminate spam based on these identified patterns Be a thought leader for data-informed initiatives and guide the team’s direction overall Partner with Data Science, Product, Engineering and Operations teams to solve problems at scale MINIMUM QUALIFICATIONS 2+ years of work experience with quantitative analysis Experience with large data sets and SQL PREFERRED QUALIFICATIONS BA/BS in Computer Science, Math/Finance, Physics, Applied Economics, Statistics or other technical field Advanced degrees Experience in an adversarial space like fraud and spam Experience in functional or scripting language (JavaScript, PHP, Python, OCaml) Development experience in Haskell","Quantitative analysis, Data mining, Data interpretation, SQL, Data manipulation, Countermeasures implementation","Problem-solving, Teamwork, Communication, Influence, Passion for helping others","Skills Related to Education:, BA/BS in Computer Science, Math/Finance, Physics, Applied Economics, Statistics or other technical field","Skills Related to Experience:, Work experience with quantitative analysis, Experience with large data sets",679
487,Data Analyst,HIV Svc Data Systems Analyst,"About Us Harris Health is a nationally recognized health system comprising three teaching hospitals and an extensive network of ambulatory care centers serving the people of Harris County, Texas, since 1966. Staffed by the faculty, fellows and residents from two nationally ranked medical schools, Baylor College of Medicine and The University of Texas Health Science Center at Houston (UTHealth), Harris Health is the first healthcare system in Houston to receive the prestigious National Committee for Quality Assurance (NCQA) designation for its network of patient-centered medical homes. Each year, Harris Health provides more than 1.8 million total outpatient visits through its more than 40 ambulatory care facilities. Additionally, Harris Health sees more than 177,000 emergency visits at its Level 1 and Level 3 trauma centers and 35,000 hospital admissions through its three hospitals: Ben Taub, LBJ and Quentin Mease. Established by voter referendum to enhance the level of charity care available in the community, Harris Health System has often received national recognition for serving those in need and for its achievements in operational excellence, such as being named to the 2011, 2012, 2013 and 2014 Most Wired Hospitals lists by the American Hospital Association’s _Hospitals & Health Networks magazine._ Additionally, Harris Health System is pleased that each of its three hospitals — Ben Taub, Lyndon B. Johnson and Quentin Mease — achieved Pathway to Excellence™ designation by the American Nurses Credentialing Center. Job Profile JOB SUMMARY: Provide Systems Analysis, Program Design and Program Creation, Database Creation, and Database Management to fulfill the data collection, data processing, and reporting needs of the HIV Services Department. MINIMUM QUALIFICATIONS: Education/Specialized Training/Licensure: Bachelor's Degree. Work Experience (Years and Area): At least five years experience in systems analysis, program design, database design and management. Equipment Operated: Personal Computer, copier, fax machine SPECIAL REQUIREMENTS: Communication Skills: Above Average Verbal (Heavy Public Contract), Writing /Composing: Correspondence, Reports Other Skills: Analytical, Mathematics, Medical Terms, Word Work Schedule: Flexible Benefits and EEOC Harris Health System benefits program is designed to provide you with more flexibility and choices in meeting your specific needs. Harris Health System benefits program allows you to protect your income in case of illness, death and disability, and to help you save for retirement. It is the policy of Harris Health System to provide equal opportunity for all applicants for employment regardless political affiliation, race, color, national origin, age, sex, religious creed or disability. Applicants may request any reasonable accommodation(s) to participate in the application process. Job Category All Jobs","Systems Analysis, Program Design, Program Creation, Database Creation, Database Management","Communication Skills, Analytical Skills, Mathematics Skills","Education-Related Skills:, Bachelor's Degree","Experience-Related Skills:, At least five years of experience in systems analysis, program design, database design, and management",674
669,Data Analyst,Utility Account Analyst,"Graduation with a Bachelor’s degree from an accredited college or university with major coursework in a related field, plus four (4) years of experience providing customer service for a utility or another commercial/government organization, or other experience related to the job. Experience may substitute for education up to a maximum of four (4) years. Licenses or Certifications: None. Notes to Applicants Working with Austin Water provides a number of health and welfare benefits, such as medical, paid leave time, a great retirement plan, training opportunities and more – click HERE for more information. This position works in the Austin Water Retail Customer Services group and includes responsibilities to address escalated customer billing issues, special billing, and administration of programs, such as annual wastewater averaging. When completing the City of Austin employment application: Please be sure to detail on the application all prior work experience that is related to this position, including any work history with the City of Austin. A resume is required to be submitted with the application, but does not substitute for a complete employment application. A detailed, complete employment application will help us to better evaluate your qualifications and will be used to determine salary if you are selected for this position. A cover letter is also required. In the cover letter candidates should describe, in concise detail, their interest in this position and highlight any prior experience that is relevant to this position. If selected as a top candidate, you will be asked to provide proof of your education which may include your official college transcript, High School diploma, GED or equivalent degree. Your skill level with the Microsoft Office Suite will be assessed. Effective October 1, 2014, all Austin Water Utility worksite locations are tobacco-free. Use of tobacco products and/or e-cigarettes is not permitted on any AWU worksite – including construction sites, parking lot, garage or in any personal vehicle located on the premises. Employees, in Good Standing, who are Candidates within the Department that the Position resides in and who meet the Minimum and Preferred Qualifications (if any) of the Position will be included in the initial interview. Pay Range $23.44 – $29.80 Hours 8:00 AM to 5:00 PM Monday through Friday Job Close Date 08/26/2018 Type of Posting External Department Austin Water Utility Regular/Temporary Regular Grant Funded or Pooled Position Not Applicable Category Professional Location Waller Creek Center, 625 E. 10th St., Austin , TX Preferred Qualifications Demonstrated knowledge of accounting/auditing and billing procedures and systems Demonstrated ability to devise and present solutions to complex problems through highly analytical thinking and application of effective investigation, research and analysis methods Demonstrated skill responding to and resolving escalated issues and disputes, applying effective conflict resolution techniques Experience in data analysis and reporting results Demonstrated skill in oral and written communication which includes presentations, sensitive customer/client correspondence, reports and process documentation Experience and skill in handling multiple tasks and prioritizing in a dynamic environment Experience with performing complex and advanced functions in Microsoft Excel Intermediate skill level in Microsoft Word Duties, Functions and Responsibilities Essential duties and functions, pursuant to the Americans with Disabilities Act, may include the following. Other related duties may be assigned. Researches utility usage, determines average consumption, verifies and calculates rates, and investigates high costs or other anomalies for possible causes and resolution. Provides innovative and customized usage and billing solutions and recommendations. Extracts data and presents facts to customers providing utility reports, as needed, for management of usage and cost. Researches and determines requirements for subdivision development, re-subdivision, and water and wastewater service extensions. Evaluates site/lot plans, criteria, etc. for a variety of projects, programs, and activities. Manages assigned utility projects from initiation to completion. Maintains, safeguards, and provides original documents of record. Presents arguments and reasoning as an advocate representing the utility in hearings, investigations, examinations, or other arenas where disputes are addressed. Develops, revises, and implements procedures and processes to facilitate the provision of services to customers. Recruits and serves as a point of contact for utility programs. Develops, implements, and delivers training in a variety of formats and venues. Responsibilities \- Supervision and/or Leadership Exercised: May lead others. Knowledge, Skills and Abilities Must possess required knowledge, skills, abilities and experience and be able to explain and demonstrate, with or without reasonable accommodations, that the essential functions of the job can be performed. Knowledge of the applicable principles, laws, rules, regulations, and practices of utility service operations. Knowledge of City practice, policy, and procedures. Skill in oral and written communication. Skill in using computers and related software. Skill in data analysis and problem solving. Skill in handling multiple tasks and prioritizing. Ability to work with frequent interruptions and changes in priorities. Ability to lead others. Ability to establish and maintain good working relationships with City employees and the public. Does this job require a criminal background investigation? This position requires a criminal background investigation EEO/ADA City of Austin is committed to compliance with the American Disabilities Act. If you require reasonable accommodation during the application process or have a question regarding an essential job function, please call (512) 974-3210 or TTY (512) 974-2445. Information For City Employees: If you are an employee within the department, are in good standing and meet both the minimum and preferred qualifications, then you will receive an initial interview.","Knowledge of accounting/auditing and billing procedures and systems, Ability to devise and present solutions to complex problems, Data analysis and reporting, Skill with Microsoft Excel","Customer service, Conflict resolution, Oral and written communication, Prioritization and multitasking, Leadership","Skills Related to Education:, Knowledge of accounting/auditing and billing procedures and systems","Skills Related to Experience:, Customer service, Conflict resolution, Data analysis and reporting, Leadership, Microsoft Excel",1257
590,Data Analyst,Data Analyst - Supply Chain,": As a Data Analyst on the Supply Chain Automation team, you will analyze data and visualize it so that we can make better decisions as a company. In particular, you will be main point of contact between enterprise-scale data sets and the global supply managers, material planners, logistics coordinators, business analysts, and quality team. You’ll also support the Supply Chain Automation team directly with insights and visualizations that will play a critical role in disrupting current supply chain practices. Responsibilities: Create reports and visualizations. Respond promptly, accurately and efficiently to data requests and questions. Update data as needed. Communicate your findings effectively to anyone in the company from executives to engineers. Proactively identify inconsistencies in the data through your visualizations and with statistical tests. Propose changes to the software development team. Continuously improve SQL and python skills with the support of our engineering team, helping you automate repetitive work and multiply yourself. Learn new statistical methods from our data science team. Experiment and learn rapidly. Requirements: Bachelor’s degree in a quantitative field and/or equivalent experience or evidence of exceptional deductive ability. Expert in data analysis, visualization, and communication. Experience creating dashboards/visualizations using, e.g., Tableau (or similar). Comfort with SQL and Python. Basic understanding of statistics, e.g. continuous and discrete distributions, conditional probability, combinatorics, linear modelling. Detail-oriented / relentless, willing to find cracks in the system to expose problems. Ability to work in a fast-paced start-up technology environment and deliver excellent results. Apply Tesla participates in the E-Verify Program","Data analysis, Data visualization, SQL, Python, Statistics, Dashboard creation, Tableau, Statistical methods","Communication, Problem-solving, Attention to detail, Ability to work in fast-paced environments, Continuous learning and experimentation",Bachelor's degree in a quantitative field,"Data analysis expertise, Dashboard/visualization creation experience, SQL and Python proficiency",479
641,Data Analyst,Data Analyst,"At eSpark we're building the next generation of tools to help students succeed in school and in life. We curate the best learning resources to create a personalized learning experience for each student. It’s life-changing impact: students who use our products are measurably more likely to be on track for college. As a company focused on student outcomes, we are seeking a talented Data Analyst to help maximize our impact. This role will drive the decisions of schools across the country as they incorporate educational technology in their classrooms. The ideal candidate is fluent in a variety of data analysis techniques and has the ability to communicate data-informed insights to teammates and school leaders. This person will shape our culture, work on ground-breaking technologies, and solve fascinating problems in personalizing education for students. Imagine some of the challenges you might undertake as a Data Analyst: Evaluate efficacy. You will combine data from various sources to estimate the impact of personalized learning technology in a school district. This will require the ability to perform complex analyses using data from varied sources. Distill recommendations. Using your analyses, you will make recommendations for how schools can maximize their student outcomes within their constraints. Turn trends into strategies. Leveraging your learnings from diverse school implementations, you will identify trends in product efficacy. Your insights will shape the product roadmap and implementation strategy, enabling the company to develop a more efficacious experience for our school partners. Differentiate learning. Delivering the right content to the right students at the right time, because every student learns differently. Your data analyses will create insight on individual student progress and how to match content to meet every student’s unique needs. Scale everything. With rapid growth comes a need for replicable and robust systems at scale. \-------------- Qualifications \-------------- Required \-------- 2+ years hands on experience in a data analytics, business consulting or similar role Professional fluency with statistical programming using R or Python and SQL Ability to communicate technical results, facilitating timely action with business impact Passion for supporting childhood education, schools and student achievement Preferred \--------- Bachelor’s degree in Statistics, Economics, Computer Science, Public Policy, or a related field Experience building reports and dashboards using data visualization tools such as Periscope, Tableau, or Looker \-------------------------------------------- Some perks and benefits of working at eSpark \-------------------------------------------- Unlimited vacation. We're all adults (kinda). Take time when you need it. Flexible schedule and remote work friendly Progressive insurance and benefit options for both individuals and families We like dogs. YES as much as you do. Your choice of computer and tablet Competitive salary, equity options, and 401(k) plan The opportunity to work as part of a supportive, inclusive and passionate team of teachers, engineers, and designers.","Data analysis, Statistical programming (R or Python), SQL, Data visualization tools (Periscope, Tableau, Looker)","Communication, Problem-solving, Critical thinking, Analytical skills, Passion for supporting childhood education","Education-related Skills:, Bachelor’s degree in Statistics, Economics, Computer Science, Public Policy, or a related field","Experience-related Skills:, + years hands-on experience in data analytics, business consulting, or similar role, Experience building reports and dashboards using data visualization tools",726
428,Data Analyst, Applications Analyst I - Data Warehousing,"The Applications Analyst will work with external vendors, system owners, community partners, contractors and Health Science Campus leadership to design, develop, implement and make operational information systems. This incumbent will Identify and document information technology design specifications based on analysis/assessment of user needs and generate need- gap analyses. Incumbent will use sound knowledge to generate and develop system scope and objective, analyze and evaluate existing or proposed systems and devise or modify procedures to solve problems using data processing.","Information systems design, system analysis, system implementation, system operation, information technology design, gap analysis, system scope definition, data processing","Communication, teamwork, problem-solving, analytical skills",Skills related to experience and education,,192
515,Data Analyst, Data Analyst,"Job Description: Are you someone with a passion for data, analytics, insights and technology? Do you want to be part of a team lighting up actionable insights to help the organization make business decisions? If you excel in blending quantitative analysis with strategy development and want to influence the future of Core Services at Microsoft, then this position is for you. The Data team in Shared Services (part of Core Services Engineering) is looking for a passionate, creative, analytical and experienced data analyst who loves big data, curious to explore and unveil insights to create a business story and reporting to impact key business decisions. Our team plays a key role in providing data and analytics within Core Services Engineering and owns the end to end decision sciences charter that includes: bringing the relevant data together to deliver high value business scenarios creating key metrics, reports and dashboards to support business health building advanced analytical models (behavior segmentation, churn prediction, recommendation engine, etc.) that spans over sales, marketing, supply chain, finance, HR and engineering areas. This position is for a Data Analyst within Core Services Engineering, a key role driving insights about the internal services that we provide the company including employee experience, E2E process digitization, and speed to value for our products. The scope includes understanding and monitoring key metrics and ongoing analysis to inform overall strategy for enabling the company to accelerate its digital transformation and lead the industry in leveraging data to drive intelligence. Also includes stakeholder engagement and close collaboration with and leveraging efforts of data scientists, data engineers and other data analysts of the Data team in Core Services Engineering. You are driven, self-directed, entrepreneurial and focused on delivering the right results. To be successful in this role, you must have strong skills in written and oral communications, a can-do attitude and the willingness to tackle hard problems in innovative ways. Responsibilities Key responsibilities: Partner with specific functions of CSEO and develop a deep understanding of those areas Manipulate and analyze complex, high-volume, high-dimensionality data from varying sources using a variety of tools and data analysis techniques Define, track and report key metrics to assess overall business health Deliver in depth analysis on business performance (trends, funnels) and drivers, as well as forecasts and targets Build/design dashboards to enable ongoing monitoring of business health Work with data engineers to operationalize dashboards and ingest new data sources (provide data modeling requirements) Provide actionable insights on how to improve our services. Qualifications Knowledge, experience and skills: 3-6 years hands on analytics experience with proven quantitative orientation Bachelor or Master’s Degree in Statistics/Math/Computer Science/Economics/Business or Engineering; MBA preferred Exceptional problem solving, technical and data analysis skills Advanced working knowledge of large data manipulation and data mining Strong programming knowledge (proficient in SQL) Advanced Excel and PowerPoint skills, familiarity with Power BI Exceptional written and verbal communication and presentation skills Be self-driven, and show ability to deliver on ambiguous projects with incomplete or dirty data Ability to work in a team environment that promotes collaboration and succeed in a matrix structure by influencing new thinking Preferred, not required: Advanced Power BI dashboard design & development Experience with big data technologies such as Azure Data Lake, HD Insight, Spark, Hive, etc. Business domain expertise in areas of sales, marketing, supply chain, finance and/or HR Basic Qualifications: 3+ years of hands on data analytics with proven quantitative orientation Bachelor in Statistics/Math/Computer Science/Economics/Business or Engineering; Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.","Data analysis, Quantitative analysis, Strategy development, Big data, Data mining, Data modeling, SQL programming, Excel, Power BI, Dashboard design, Azure Data Lake, HD Insight, Spark, Hive","Written communication, Oral communication, Problem-solving, Presentation, Self-driven, Collaboration, Influencing, Creativity, Analytical thinking",,,964
734,Data Analyst,Data Analyst,"POSITION SUMMARY The Data Analyst position is responsible for consolidating, sharing and helping to interpret data from several internal business systems and customer- focused products to provide insights to virtually all departments, including our senior management team, customer success team, product management and sales teams. The successful candidate will be able to focus on data quality to ensure the accuracy of reports and dashboards, as well as work through integration challenges when dealing with different data sources, formats and conventions. Primary aspects of the job are: 1\. Working with internal production systems to extract data necessary to report on KPI's and produce operational dashboards. 2\. Working with data extracted for our products to support our customers success team with analyses of individual customer success stories, ROI and future opportunities. 3\. Working with historical consumer activity and demographic data to identify behavioral trends and classifications. 4\. Assist internal users with interpretation of reported data, and provide general support for data integration needs across the organization. Experience in the health care industry is desirable. ESSENTIAL FUNCTIONS AND BASIC DUTIES 1\. Produce high quality reports and analytical dashboards, using existing data visualization and reporting tools. 2\. Contribute to and enable a data-driven culture and decision making process. 3\. Be a self-motivated team member who is willing to identify and respond to needs. 4\. Manage time and priorities across multiple initiatives. 5\. Provide documentation on reporting systems, dashboards, etc. 6\. Respond to requests from various departments regarding data integration and reporting needs. 7\. Ability to work in small collaborative teams with minimal supervision. 8\. Maintain and improve technical skills over time, taking advantage of new technologies and methodologies when appropriate. EDUCATION/EXPERIENCE/KNOWLEDGE 4-Year Bachelor's Degree in Computer Science, Information Systems, or related field 2 + years of data reporting or analytics experience Experience with multiple analytics software packages EO/AA","Data extraction, Data interpretation, Data quality, Dashboard creation, Data integration, Data analysis, Data visualization, Reporting tools","Communication, Problem-solving, Time management, Self-motivation, Collaboration","Education Related:, Bachelor's Degree in Computer Science, Information Systems, or related field","Experience Related:, + years of data reporting or analytics experience",546
775,Data Analyst, Data Management Analyst,"The Data Management Analyst is an exciting opportunity within Epiq’s Electronic Discovery division. Data Management Support Analysts provide support for our Information Lifecycle Management process which includes working on industry leading tools which are developed within Epiq and from industry leaders. This is a highly visible role within the organization and requires a high attention to detail as duties include producing client export requests from our systems and permanently removing client data, some of which may not be recoverable. Additional duties may include researching data stores for data that can be deleted, communicating with Client Services regarding case disposition, and handling physical media requests. Essential Job Responsibilities Perform data exports for clients with strong attention to detail while following detailed procedures Execute deletion requests per client specifications Research potential areas for data deletion and work with internal teams to determine future action Record steps taken and pertinent information to create an audit trail for future review Partner with internal associates (e.g., application engineers, database administrators, software engineers and quality assurance analysts) to assist in case closure and data disposition Document issues and work with other functional groups to develop updated processes Qualifications Two or more years of experience working within a technology oriented position in a fast paced, dynamic environment is strongly preferred but not required Strong attention to detail and the ability to demonstrate technical problem solving skills Bachelor’s degree in Computer Science, Information Systems or closely related field is strongly preferred or equivalent experience Proactive, responsible, and willing to go above and beyond to achieve client satisfaction Strong client focus: troubleshooting and follow-up skills; commitment to continuous improvement Excellent oral and written communication Experience in litigation support and/or document management systems is a plus If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us! Epiq and its affiliated companies are Equal Opportunity Employers (EOE). Qualified applicants are considered for employment without regard to age, race, color, creed, religion, sex, national origin, sexual orientation, disability, marital or veteran status or any other category protected under applicable federal, state or local law. In addition Epiq will take affirmative action for minorities, women, covered veterans and individuals with disabilities. If you need assistance or an accommodation during the application process because of a disability, it is available upon request. Epiq is pleased to provide such assistance and no applicant will be penalized as a result of such a request. Pursuant to relevant law, where applicable, Epiq will consider for employment qualified applicants with arrest and conviction records.","Data exports, Attention to detail, Technical problem solving, Data management, Audit trail creation, Document management systems, Information lifecycle management, Researching data stores, Data deletion procedures, Case closure","Proactivity, Client focus, Communication skills, Troubleshooting, Continuous improvement mindset, Commitment to client satisfaction, Team collaboration, Detail-oriented approach, Willingness to go above and beyond","Education:, Bachelor’s degree in Computer Science, Information Systems or related field","Experience:, Two or more years of experience in a technology-oriented position",698
